tweet,id,name,location,topic,created_at,processed_on
Going to be vaccinated with the Pfizer vaccine next week! A step back into normal life. #PfizerVaccine 💉,1389881290841903106,FezBosniak,,PfizerVaccine ,Wed May 05 09:54:57 +0000 2021,2021-05-11 21:08:04
"#Resign_PM_Modi just #Resign 
You have caused holocaust!

You know timing is key in Covid treatment, yet even after… https://t.co/8m23dEzmnv",1389880457664159750,AAMIR AKHTAR🇮🇳,,PfizerVaccine ,Wed May 05 09:51:38 +0000 2021,2021-05-11 21:08:04
Kids attending camp this summer - age 12 and older will have time to get #vaccinated It will be a better summer… https://t.co/B6ds2OAHXg,1389879716266512391,Nadia Ovchinsky,,PfizerVaccine ,Wed May 05 09:48:41 +0000 2021,2021-05-11 21:08:04
"Happy #CincodeMayo! I will be taking a shot today in observance. 
A #PfizerVaccine shot.",1389873754382163969,JessyLostHerPen 🖋,Vermont,PfizerVaccine ,Wed May 05 09:25:00 +0000 2021,2021-05-11 21:08:04
"@mindbodymiko I feel GREAT!! 💪🏾
Except for hearing all of Bill Gates' thoughts its been wonderful 😉😜
Had #PfizerVaccine #1 last week",1389873675688611842,Dr. Carmen Brown,"Melbourne, Victoria",PfizerVaccine ,Wed May 05 09:24:41 +0000 2021,2021-05-11 21:08:04
"Just had my second #PfizerVaccine 

This was made possible by #scientists &amp; companies around the world co-operating… https://t.co/jPq2MKhNlU",1389872438645870595,Lord Richard of Europe 🇪🇺,Europe,PfizerVaccine ,Wed May 05 09:19:46 +0000 2021,2021-05-11 21:08:04
"To prove just how bad #AstraZeneca vaccine is, British government has ordered 60m booster shots of #PfizerVaccine p… https://t.co/iiVs6mgRNn",1389867445909803009,THITR,Global,PfizerVaccine ,Wed May 05 08:59:56 +0000 2021,2021-05-11 21:08:04
"Got my Vac appointment for this Saturday 🙏 #SponsoredbyPfizer
#PfizerVaccine https://t.co/IbGFxFa9n0",1389864872511475715,Déirdre de Buitléir,Online,PfizerVaccine ,Wed May 05 08:49:42 +0000 2021,2021-05-11 21:08:04
"The vaccine brought in $3.5 billion in revenue in the first three months of this year, nearly a quarter of its tota… https://t.co/ar6dOPFXXA",1389864789661216768,Forbes India,India,PfizerVaccine ,Wed May 05 08:49:22 +0000 2021,2021-05-11 21:08:04
Had my second Pfizer shot yesterday morning. Apart from fatigue all g!! #COVIDVaccination #PfizerVaccine #JustDoIt,1389863748421132291,Antonia,Australia,PfizerVaccine ,Wed May 05 08:45:14 +0000 2021,2021-05-11 21:08:04
"#PfizerVaccine injection status report💉:
Arm still sore at injection site 24hrs later, felt a bit unwell going to s… https://t.co/LdnJaXlUvz",1389862630378983428,Pfizer Elite! Even Stevens👈🏻🤷‍♂️👉🏻,,PfizerVaccine ,Wed May 05 08:40:48 +0000 2021,2021-05-11 21:08:04
Now booking 2nd #PfizerVaccine for those patients that had their first between 23rd and 26th February.,1389860081991311360,West Street Surgery,,PfizerVaccine ,Wed May 05 08:30:40 +0000 2021,2021-05-11 21:08:04
"#COVID19: Parents excited over prospect of virus shots for children https://t.co/EV3Lw3hQTz 
#PfizerVaccine",1389845907412238339,Gulf Today,"UAE, Sharjah",PfizerVaccine ,Wed May 05 07:34:21 +0000 2021,2021-05-11 21:08:04
#Pfizer will likely seek the US Food and Drug Administration's emergency authorisation to administer its… https://t.co/xGtYf9pA60,1389845297354797056,Business Standard,India,PfizerVaccine ,Wed May 05 07:31:55 +0000 2021,2021-05-11 21:08:04
COVID Vaccination reduces  Infection severity and Hospitalization: Lancet #Covid‐19 #COVIDvaccination #covid-19infe… https://t.co/o4gJFi8UFX,1389843166417756171,Medical Dialogues,"New Delhi, Delhi",PfizerVaccine ,Wed May 05 07:23:27 +0000 2021,2021-05-11 21:08:04
COVID vaccines -Commonly asked Questions https://t.co/0um6S0dIC5 #CovidVaccine #CovidVaccines #PfizerVaccine #astrazenecavaccine,1389842456036872199,NIRANJAN SOMASHEKAR,Brisbane,PfizerVaccine ,Wed May 05 07:20:38 +0000 2021,2021-05-11 21:08:04
"I'm sorry but I don't trust the #SputnikV vaccine. 

I'll stick to #Moderena or #PfizerVaccine. https://t.co/TRKseGC9XB",1389839240545116163,Jason Buys,"Cork, Ireland",PfizerVaccine ,Wed May 05 07:07:51 +0000 2021,2021-05-11 21:08:04
"First day after been revaccinated with #Pfizer, have only arm pain. #vaccinated #PfizerVaccine",1389836678404218880,Марко Ћирић,"Toplica, SRB",PfizerVaccine ,Wed May 05 06:57:40 +0000 2021,2021-05-11 21:08:04
2nd Jab-Day today! #Pfizer #PfizerVaccine,1389836075720392707,Craig Pankhurst,Thurstaston,PfizerVaccine ,Wed May 05 06:55:17 +0000 2021,2021-05-11 21:08:05
"#USA about to approve the #PfizerVaccine for Children- 12 - 15 soon.
A major step in the fight against 
#Covid19. I… https://t.co/eiwrzHeU1d",1389834824941117442,Prof Jayant K Mohapatra,Berhampur-760005 Odisha India,PfizerVaccine ,Wed May 05 06:50:18 +0000 2021,2021-05-11 21:08:05
Pharmaceutical major @pfizer will likely seek the US Food and Drug Administration's emergency authorisation to admi… https://t.co/CHx8Jr0jHk,1389829652798009344,The Newsmen,,PfizerVaccine ,Wed May 05 06:29:45 +0000 2021,2021-05-11 21:08:05
"It’s a beautiful sunny day and I’m finally getting my second vaccine dose today! 🥳

#PfizerVaccine
#PfizerGang https://t.co/7I88afpHz7",1389826754207010817,Hazel Allen,"221B, Baker Street, London.",PfizerVaccine ,Wed May 05 06:18:14 +0000 2021,2021-05-11 21:08:05
"#Patent_free_vaccine_and_medicine 
#promisesmade by @JoeBiden @POTUS before election.

#COVID19Vaccine 
@UN… https://t.co/OS4yaZIavt",1389825014350811136,Anujit Ganguly,"Kolkata, India",PfizerVaccine ,Wed May 05 06:11:19 +0000 2021,2021-05-11 21:08:05
One down and one to go! #fraserhealth #PfizerVaccine https://t.co/EReo1wEyDd,1389819398064459776,tinouye,"British Columbia, Canada",PfizerVaccine ,Wed May 05 05:49:00 +0000 2021,2021-05-11 21:08:05
@JKJAVMY Could you provide information on people waiting for #PfizerVaccine? When can we expect our turn for gettin… https://t.co/ivxTkoErx4,1389817707768414209,Mohit,Kuala Lumpur Federal Territory,PfizerVaccine ,Wed May 05 05:42:17 +0000 2021,2021-05-11 21:08:05
Dose 1 today... Doing my part to help save my fellow brothers and sisters #COVID19 #vaccinated #PfizerVaccine… https://t.co/nADFjOQofQ,1389816567655845890,Sexy Papí 💦🍑💦,"Atlanta, GA",PfizerVaccine ,Wed May 05 05:37:45 +0000 2021,2021-05-11 21:08:05
Grateful to be fully #vaccinated #PfizerVaccine,1389815556014972936,FemDev 🆘,"San Francisco, CA",PfizerVaccine ,Wed May 05 05:33:44 +0000 2021,2021-05-11 21:08:05
Death of a doctor who had both the doses of the #PfizerVaccine in the USA! No wonder we insisted on a bridge trial… https://t.co/h80aCaoTiL,1389804505672257539,Ananth Rupanagudi,India,PfizerVaccine ,Wed May 05 04:49:50 +0000 2021,2021-05-11 21:08:05
Shot 2 Pfizer today! Full immunity in 2 weeks.  Freedom from coronavirus is through herd immunity. We need everyone… https://t.co/sJ8VFYVhGr,1389803546384732160,Lei,"Aurora, IL",PfizerVaccine ,Wed May 05 04:46:01 +0000 2021,2021-05-11 21:08:05
"Second Pfizer dose didn't do anything on Sunday. Monday, I felt like I had a mild case of the flu. Headache, low fe… https://t.co/uuDd0sTyxw",1389796617239384068,David J. Gonzales,,PfizerVaccine ,Wed May 05 04:18:29 +0000 2021,2021-05-11 21:08:05
After having Moderna Covid-19 vaccine I felt menstrual cramps it wasn't related to my period. I didnt tell anyone b… https://t.co/QwVAs0IqIX,1389793698750345217,Eva,Canada,PfizerVaccine ,Wed May 05 04:06:53 +0000 2021,2021-05-11 21:08:05
"NO APPOINTMENT necessary to get 1st or 2nd Dose Pfizer Vaccines Drive Thru Clinic Location: Legacy Events Center, f… https://t.co/geaeGP0JO8",1389793369132470275,Tamara Tran,"Kaysville, UT",PfizerVaccine ,Wed May 05 04:05:34 +0000 2021,2021-05-11 21:08:05
I will reach full effectiveness on my COVID vaccine in two more days! Whoo! 😁💜 #PfizerVaccine #COVID19 #vaccinated https://t.co/FVimyeFhJT,1389790111953457156,Kacy Tiller,,PfizerVaccine ,Wed May 05 03:52:38 +0000 2021,2021-05-11 21:08:05
D’🧅💍💍’s with #PfizerVaccine #2. 💪🏽@johnnycortiz ❤️ #StickItToCOVID https://t.co/734IOufuJR,1389788152567500802,Lilian Manansala,"Los Angeles, CA",PfizerVaccine ,Wed May 05 03:44:51 +0000 2021,2021-05-11 21:08:05
Getting my second shot tomorrow morning. #PfizerVaccine please get your shot! #Vaccine,1389785280698372104,MissRoshni,"Tampa, FL",PfizerVaccine ,Wed May 05 03:33:26 +0000 2021,2021-05-11 21:08:05
"#PfizerVaccine is used for 16+ in #US now..
It will be approved for 12+ from next week..
#Pfizer will seek approval… https://t.co/kdv5RFCiK5",1389784333783687171,Online Shopping Deals,India,PfizerVaccine ,Wed May 05 03:29:40 +0000 2021,2021-05-11 21:08:05
Vaccine 💉 done #firstdose #PfizerVaccine #whenincanada #OntarioVaccine https://t.co/7TnOCYSvJI,1389783852407734281,GinoCruz,"Ontario, Canada",PfizerVaccine ,Wed May 05 03:27:46 +0000 2021,2021-05-11 21:08:05
"#PfizerVaccine is used for 16+ in #US now..

It will be approved for 12+ from next week..

#Pfizer will seek approv… https://t.co/PW6dUEljjw",1389782468639617025,Ramesh Bala,"Chennai, India",PfizerVaccine ,Wed May 05 03:22:16 +0000 2021,2021-05-11 21:08:05
"@mmpadellan Wife and I received our 2nd shot yesterday afternoon.  She’s a little under the weather, I’m a little a… https://t.co/f5OLEpP1Y2",1389781127955578881,Dennis_M,New York City,PfizerVaccine ,Wed May 05 03:16:56 +0000 2021,2021-05-11 21:08:05
"First shot! Thank you @VCHhealthcare for the smooth process. Jules is clearly impressed too, it’s obvious… https://t.co/bGS3h5fUzG",1389779882356273156,Kris Neely,Vancouver,PfizerVaccine ,Wed May 05 03:11:59 +0000 2021,2021-05-11 21:08:05
"As with the first, no side effects whatsoever. #PfizerVaccine https://t.co/HSlPqCNkYh",1389778748648611844,SorLuca 🇪🇺 🌈,"East Sussex, Toscana, Veneto. ",PfizerVaccine ,Wed May 05 03:07:29 +0000 2021,2021-05-11 21:08:05
@meganmorrone Absolutely nothing except relief and gratitude: #PfizerVaccine  .,1389773555513102337,Lauren Bright Pacheco,,PfizerVaccine ,Wed May 05 02:46:51 +0000 2021,2021-05-11 21:08:05
"With cases on the rise amongst youngsters, this is a welcome step by FDA!

🔺Pfizer Vaccine authorised for use in 12… https://t.co/cRwmFZghPL",1389769541006225408,Dr. Anshumalee Patel,Bharat,PfizerVaccine ,Wed May 05 02:30:53 +0000 2021,2021-05-11 21:08:05
My husband &amp; I are fully vaccinated &amp; today my 16-yr old daughter received her 2nd shot. As soon as the #CDC approv… https://t.co/Dqe2dM6MSd,1389766957814009859,𝕄𝕤ℍ𝕖𝕒𝕥𝕙𝕖𝕣,"Colorado, USA",PfizerVaccine ,Wed May 05 02:20:38 +0000 2021,2021-05-11 21:08:05
"Pfizer vaccine is not effective against mutants of #ChinaVirus #WuhanVirus 

Hope now those clamoring for it know w… https://t.co/Od5pcrvr9G",1389764536849231874,$₱ƗԞɆ 👑,,PfizerVaccine ,Wed May 05 02:11:00 +0000 2021,2021-05-11 21:08:05
@3LWTV Me too!! Since March 26. #PfizerGang #Pfizervaccine https://t.co/IhR42c2Qxg,1389755278413897729,Living Right Now.,,PfizerVaccine ,Wed May 05 01:34:13 +0000 2021,2021-05-11 21:08:05
#maytheforcebewithme Took my 2nd #pfizervaccine today. So far feeling good.. 🎶 #imfeelinggood 🎶 https://t.co/w1o3NdS676,1389744986803949568,Delia,"Palmdale, CA",PfizerVaccine ,Wed May 05 00:53:19 +0000 2021,2021-05-11 21:08:05
@mmpadellan I became fully vaccinated last Wednesday! I still wear a mask and will continue for a while I think!… https://t.co/v2Ll3mJvXj,1389741286396157958,Laci Reyes,New York ,PfizerVaccine ,Wed May 05 00:38:37 +0000 2021,2021-05-11 21:08:05
"Hello @CDCgov @pfizer @celinegounder, can you please help confirm how far this is true?
Very much concerned about t… https://t.co/6U8IjWNkxK",1389740660689936395,Giri,,PfizerVaccine ,Wed May 05 00:36:08 +0000 2021,2021-05-11 21:08:05
"2/2

“The company has been signing supply deals with governments for more shots to be delivered in the next few yea… https://t.co/ktPrAbxnAK",1389738971609980929,macadamia man,In awe of some people's nerve.,PfizerVaccine ,Wed May 05 00:29:25 +0000 2021,2021-05-11 21:08:05
@joanwilsonorg I carry my CDC card with the dates I received the #PfizerVaccine with my driver’s license. That’s my… https://t.co/6hMAPFybfz,1389737638354165760,plezWorld,"Stonecrest, GA ",PfizerVaccine ,Wed May 05 00:24:07 +0000 2021,2021-05-11 21:08:05
@mmpadellan I get my second one tomorrow! #PfizerVaccine,1389735853757394944,SadieLady,,PfizerVaccine ,Wed May 05 00:17:02 +0000 2021,2021-05-11 21:08:05
"Go get vaccinated! If not for yourself, than do it for your loved ones, people with cancer, people living with HIV,… https://t.co/DlvvgIYPEs",1389734204330545155,bianca cartagena,PnW,PfizerVaccine ,Wed May 05 00:10:28 +0000 2021,2021-05-11 21:08:05
It’s official fully vaccinated.  Today is two weeks since my 2nd #PfizerVaccine.   I am glad to say I’m part of the… https://t.co/I5bGtCiQua,1389733706907230212,🌊🌊Terri NYGiants Grl 🌊🌊,South Florida,PfizerVaccine ,Wed May 05 00:08:30 +0000 2021,2021-05-11 21:08:05
"The City, in collaboration with the state of MO, will be holding the second event for the #Pfizervaccine May 5 &amp; 6… https://t.co/l9o3sZwS3S",1389732837864222720,City of Lee's Summit,"Lee's Summit, Missouri",PfizerVaccine ,Wed May 05 00:05:03 +0000 2021,2021-05-11 21:08:05
"Round One of Vaccine complete! Thanks to the US Army, Whatcom County &amp; Lummi Community for sponsoring a vaccination… https://t.co/odkrvlnknc",1389729429711056897,Sr. Surt 🇺🇸 🎷Hey guy/Señor,"Washington, USA",PfizerVaccine ,Tue May 04 23:51:30 +0000 2021,2021-05-11 21:08:05
Got my first dose of Pfizer Vaccine today. please get vacinnated #COVID19 #GetVaccinatedASAP #GetVaccinated #Pfizer… https://t.co/qzdYBOBL4p,1389727320349417473,George aka PandaWubs,"Gardena, CA",PfizerVaccine ,Tue May 04 23:43:07 +0000 2021,2021-05-11 21:08:05
Fully vaccinated #vaccinated #vaccine #PfizerVaccine,1389723765190189061,Annette Martinez,"San Bernardino, CA",PfizerVaccine ,Tue May 04 23:29:00 +0000 2021,2021-05-11 21:08:05
Just got my 2nd dose of the vaccine!!! Make sure you guys take it! #CovidVaccine #vaccinated #PfizerVaccine… https://t.co/oIhERoD2nE,1389722952363507715,PrimeTime Gaming,"Las Vegas, NV",PfizerVaccine ,Tue May 04 23:25:46 +0000 2021,2021-05-11 21:08:05
got my first #PfizerVaccine !!! so grateful and somewhat relieved ❤️ #COVID19  #GetVaccinatedASAP  #PfizerGang… https://t.co/CSFkibtZ7r,1389721076289220608,Gabrielle A Mandl,"Montréal, Québec",PfizerVaccine ,Tue May 04 23:18:19 +0000 2021,2021-05-11 21:08:05
Vaccinated!!! #mywhy #Pfizer #PfizerVaccine https://t.co/RlIYpK4Shx,1389718063612792832,Rosie P #istandwithdrs #istandwithnurses,Manitoba,PfizerVaccine ,Tue May 04 23:06:20 +0000 2021,2021-05-11 21:08:05
I got chillllllllllllssssssssssss they multiplying ...... no fr I got chilllssss 🥲 #PfizerVaccine is winning I want… https://t.co/T7kzcULLRu,1389712806388244483,🌻𝔄𝔰𝔥𝔩𝔢𝔶 𝔐𝔞𝔯𝔦𝔞🌻,"Phoenix, AZ",PfizerVaccine ,Tue May 04 22:45:27 +0000 2021,2021-05-11 21:08:05
"Please get the #CovidVaccine(#Pfizer or #Moderna-@DollyParton funded this one).

It didn't hurt @britneyspears one… https://t.co/B2arzlgGod",1389711218076700676,Douglas Hart BLM,"Dyersburg, TN",PfizerVaccine ,Tue May 04 22:39:08 +0000 2021,2021-05-11 21:08:05
@ememess I'm absolutely terrified of needles. When I was 5 years old I had to have a tetanus shot and it took (from… https://t.co/uBC9jaX6gS,1389710865902063625,Rev-D,"Glasgow, Scotland",PfizerVaccine ,Tue May 04 22:37:44 +0000 2021,2021-05-11 21:08:05
So this happened today! Shot number two! I’m so happy and thankful. Do your part. Get vaccinated #COVID19… https://t.co/4SiIIvk2kx,1389706192688091139,Geri 🌈,California,PfizerVaccine ,Tue May 04 22:19:10 +0000 2021,2021-05-11 21:08:05
#PfizerVaccine Get! Wish all my vaccinations were so quick and painless. Will see how we feel tomorrow though.,1389706159368536065,Neko Leareth,"British Columbia, Canada",PfizerVaccine ,Tue May 04 22:19:02 +0000 2021,2021-05-11 21:08:05
Received over my second shot of #PfizerVaccine last Friday and had a slight headache that night. One tylenol and he… https://t.co/KdjIRmNAXu,1389703059039784961,Ryan McCarty🎙,"Indianapolis, IN/✈ I he/him ",PfizerVaccine ,Tue May 04 22:06:43 +0000 2021,2021-05-11 21:08:05
The rite of passage for humans on the planet in 2021. #vaccinated #pfizervaccine https://t.co/7E9zgqw7iC,1389702290915749891,Lisa Berigan,,PfizerVaccine ,Tue May 04 22:03:40 +0000 2021,2021-05-11 21:08:05
Got that sweet second stab #PfizerVaccine https://t.co/8zfmFcEsdo,1389700243172872194,🌙Support Witch🫖,Pennsylvania,PfizerVaccine ,Tue May 04 21:55:32 +0000 2021,2021-05-11 21:08:05
Vaccinated with #PfizerVaccine  #firstvaccineforme  #doyourpart #stayhealthy #staysafe https://t.co/ctRlXjDKpr,1389699829870125056,Cindy Myskiw,"Manitoba, Canada",PfizerVaccine ,Tue May 04 21:53:53 +0000 2021,2021-05-11 21:08:05
Feels good to be fully vaccinated. I'll do my part by continuing to mask up. I'll be happier next week when my son… https://t.co/DgjkRjNtcA,1389698654190120961,LatoyaShauntay Snell,"Brooklyn, New York",PfizerVaccine ,Tue May 04 21:49:13 +0000 2021,2021-05-11 21:08:05
I get my second #PfizerVaccine day after tomorrow. Y'all #GetVaccinatedASAP 💉 https://t.co/77yzocgfhK,1389697729090129920,Mr Spock's Merkin,Vulcan,PfizerVaccine ,Tue May 04 21:45:32 +0000 2021,2021-05-11 21:08:05
"who plans on vaccinating their 12-15 year olds? 
my children will definitely be getting the vaccine

#Pfizer #PfizerVaccine #pfizerforkids",1389697171281297409,ruthie,,PfizerVaccine ,Tue May 04 21:43:19 +0000 2021,2021-05-11 21:08:05
"Just got my #CovidVaccine with #Pfizer #PfizerVaccine

Am I part of the #PfizerGang now? 

#COVID19 thanks @Safeway https://t.co/qWI8ex1R3b",1389694971440029699,-ˏˋ Bernard Yu ˊˎ-,"Washington, USA",PfizerVaccine ,Tue May 04 21:34:35 +0000 2021,2021-05-11 21:08:05
"Mandating experimental vaccines should be made a criminal offence!
#pfizer 
#PfizerVaccine #نرفض_اللقاح_الإجباري https://t.co/PQJau0rprs",1389694704044883974,Mema,,PfizerVaccine ,Tue May 04 21:33:31 +0000 2021,2021-05-11 21:08:05
"Eight days since my second Covid jab, and I still feel like half a person. #PfizerVaccine",1389694544757891077,Johnny Bean 💙,Morecambe (UK),PfizerVaccine ,Tue May 04 21:32:53 +0000 2021,2021-05-11 21:08:05
"https://t.co/rRAM9z0TIg

I Feel Good All Over -Stephanie Mills

Joyful #music
2nd Pfizer shot today! Yesszz!… https://t.co/KS8MMPwuHa",1389690423291961345,Donna Falco,,PfizerVaccine ,Tue May 04 21:16:30 +0000 2021,2021-05-11 21:08:05
"Getting shot in the arm never felt so good. 

#COVID19 
#PfizerVaccine 
#COVIDVaccination",1389685195054399492,Fifth Line Forward - xy 🏒🇨🇦,5th Casa on the left,PfizerVaccine ,Tue May 04 20:55:44 +0000 2021,2021-05-11 21:08:05
"If you've had the vaccine check your life insurance policy  
You're not covered if you die after having a ""trial"" v… https://t.co/zJWNySqqp9",1389679183434063878,SeeMeeDee,Lockdownshire  ,PfizerVaccine ,Tue May 04 20:31:50 +0000 2021,2021-05-11 21:08:05
"Delighted to have received my first #COVID19 vaccine, highly efficient from all concerned today.  Already a date fo… https://t.co/GDbNgxumBe",1389674130996404226,Ollie Golden,,PfizerVaccine ,Tue May 04 20:11:46 +0000 2021,2021-05-11 21:08:05
2nd shot done! #pfizervaccine #GetVaccinatedASAP thank you @pfizer! https://t.co/vDwmRc0nbO,1389662090223226882,Amie Hutton Crawford,"Boston, MA",PfizerVaccine ,Tue May 04 19:23:55 +0000 2021,2021-05-11 21:08:05
Got my first vaccine shot today! #COVIDVaccination #PfizerVaccine #wheresmy5gnetwork,1389655253218430991,Carolyn 🇨🇦,Montreal Canada ,PfizerVaccine ,Tue May 04 18:56:45 +0000 2021,2021-05-11 21:08:05
Star Wars is a great day to get my 2nd Covid-19 vaccine dose! #maythe4thbewithyou #covidvacccine #pfizervaccine https://t.co/ZhiOserKGF,1389648007352758274,Victoria Farley,"Warwick, RI",PfizerVaccine ,Tue May 04 18:27:58 +0000 2021,2021-05-11 21:08:05
Such different realities we live in. While my parents in Bangalore are scrambling to find a place for their second… https://t.co/0GZMAOSGW3,1389643701614374912,Deepthi Mattinamane,"Pittsburgh, PA",PfizerVaccine ,Tue May 04 18:10:51 +0000 2021,2021-05-11 21:08:05
"Children now account for 22% of new #COVID19 cases reported in the U.S.

The FDA is expected to authorize the… https://t.co/WL1TzLHRMN",1389642998565150721,Shahla Farzan,"St Louis, MO",PfizerVaccine ,Tue May 04 18:08:03 +0000 2021,2021-05-11 21:08:05
"""Somebody gimme a SHOT!""
#PfizerVaccine #vaccinated #vanhalen https://t.co/PssKPLs4aY",1389642204654755841,Railroader5150🚂 🎸,,PfizerVaccine ,Tue May 04 18:04:54 +0000 2021,2021-05-11 21:08:05
@BernieRoseO @PregnantScrewed @stellacreasy @NHSEngland @NHSEngland when will the online system change so that preg… https://t.co/zeocAfhbCc,1389641200404246531,Lisa Morgan,"Bath, England",PfizerVaccine ,Tue May 04 18:00:55 +0000 2021,2021-05-11 21:08:05
7 days until I get the #PfizerVaccine Yippee!,1389641160910680068,David P McLean,"Quispamsis, New Brunswick",PfizerVaccine ,Tue May 04 18:00:45 +0000 2021,2021-05-11 21:08:05
A little more nervous for this 2nd shot 😬 #PfizerVaccine,1389641055289610240,Fiona Lucia,United States,PfizerVaccine ,Tue May 04 18:00:20 +0000 2021,2021-05-11 21:08:05
Got my vaccine booked for Saturday!!! So excited!!! #COVIDVaccination #PfizerVaccine,1389640514077564930,x - Ms. G,The Fort 🇨🇦,PfizerVaccine ,Tue May 04 17:58:11 +0000 2021,2021-05-11 21:08:05
Crazy and true 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️💯 #CovidVaccine #PfizerGang #PfizerVaccine https://t.co/FOqkl1qG5A,1389638668298633217,danie828,Why? With ya nosey azz 🕵🏽‍♂️,PfizerVaccine ,Tue May 04 17:50:51 +0000 2021,2021-05-11 21:08:05
Over a day later and #PfizerVaccine is still kicking my ass 😩,1389638511293304836,Hidden Gem,"Jacksonville, FL United States",PfizerVaccine ,Tue May 04 17:50:13 +0000 2021,2021-05-11 21:08:05
2nd Dose #PfizerVaccine @pfizer Very pregnant #pregnancy Very grateful! Hopeful #Antibodies will protect baby.… https://t.co/zOr4ooQ4Iw,1389636758418100228,Molly Line,Boston,PfizerVaccine ,Tue May 04 17:43:16 +0000 2021,2021-05-11 21:08:05
"@LizzieRobinson3 @Ethical_Leader I was okay after my first #PfizerVaccine 

Got my second dose on Wednesday",1389636695189041153,Andy Jolley,,PfizerVaccine ,Tue May 04 17:43:00 +0000 2021,2021-05-11 21:08:05
Just got my 2nd dose 🥳 #PfizerVaccine,1389636006966669312,Trish🧸,Earth,PfizerVaccine ,Tue May 04 17:40:16 +0000 2021,2021-05-11 21:08:05
"I’m getting my first vaccine shot today!!!
The stress of moving &amp; everything else caused me to wait but now I’m sch… https://t.co/JmxwKI1nor",1389633395399950336,Sr. Surt 🇺🇸 🎷Hey guy/Señor,"Washington, USA",PfizerVaccine ,Tue May 04 17:29:54 +0000 2021,2021-05-11 21:08:05
"@BBCNews #PfizerVaccine's profit up 19 billion,is it going to help vaccinate the poor countries with all its riches… https://t.co/M32gandHOr",1389633318132539394,JC4TruroFal #IstandwithCorbyn,Cornwall,PfizerVaccine ,Tue May 04 17:29:35 +0000 2021,2021-05-11 21:08:05
“You cannot be looking at the profits of a handful of companies over the lives of millions of people” - Devinder Sh… https://t.co/tzohoiy9Ke,1389631099639320579,Aashmeeta,NYC,PfizerVaccine ,Tue May 04 17:20:46 +0000 2021,2021-05-11 21:08:05
Vaccine appointment booked!! Woohoo #PfizerVaccine,1389630382367203328,Nicole Homuth,Manitoba,PfizerVaccine ,Tue May 04 17:17:55 +0000 2021,2021-05-11 21:08:05
"@nspector4 @DavidWCochrane @CBCPolitics @CBCNews 2/ @DavidWCochrane just said Canada would be ""swimming in… https://t.co/nBQn7CLskB",1389629324639277056,Mark Collins,"Ottawa, Ontario",PfizerVaccine ,Tue May 04 17:13:43 +0000 2021,2021-05-11 21:08:05
That's WHY I didn't take #PfizerVaccine I read alot about it.Its ALSO the cheapest vaccine..and its the one BEING p… https://t.co/qVMxg9wFoH,1389628103685640196,ALETA,Somewhere FUN!,PfizerVaccine ,Tue May 04 17:08:52 +0000 2021,2021-05-11 21:08:05
What Canadians should know about each authorized COVID-19 vaccine https://t.co/8ZiXpRkxv1 via @CTVNews #COVIDCanada… https://t.co/y6qxfHaahI,1389627210961588224,𝕿𝖍𝖔𝖒𝖆𝖘·王 🍁,"Vancouver 溫哥華, Canada 加拿大 🇨🇦",PfizerVaccine ,Tue May 04 17:05:19 +0000 2021,2021-05-11 21:08:05
"I got myself and my husband scheduled for later this afternoon, for our 2nd #PfizerVaccine, so excited! I’m so glad… https://t.co/MJwWw6mfG4",1389626708844851203,🧚🏾‍♀️Jenny K🧚🏾‍♀️,United States,PfizerVaccine ,Tue May 04 17:03:20 +0000 2021,2021-05-11 21:08:05
I still don’t know how  but l had the @pfizer and now I have diabetes 🤷🏾‍♀️ @TwitterRetweets #PfizerVaccine #GetVaccinated,1389625788895531009,Rachael Dally,"City of London, London",PfizerVaccine ,Tue May 04 16:59:40 +0000 2021,2021-05-11 21:08:05
"The company is in discussions with countries for multi-year contracts of potential supply.
Read more:… https://t.co/2SrWGmTWpB",1389625577078939654,NavieramarTM,"Houston, TX",PfizerVaccine ,Tue May 04 16:58:50 +0000 2021,2021-05-11 21:08:05
@megtirrell How quickly can a rollout be for a potential booster? Any info on that?? #PfizerVaccine @pfizer,1389624296625016832,SH,Planet Earth,PfizerVaccine ,Tue May 04 16:53:44 +0000 2021,2021-05-11 21:08:05
Just saw that pfizer is going to file for full approval! I am soooo excited. Hopefully more people can get vaccinat… https://t.co/3HbJvr2klZ,1389624158749876227,Otniel Delgado,,PfizerVaccine ,Tue May 04 16:53:12 +0000 2021,2021-05-11 21:08:05
"Mom's first covid-19 dose done! ✅

So far her side effects are hate towards me cause I made her get the vaccine and… https://t.co/bTmbbCIfda",1389623996149338112,Luz,Blockchain Land,PfizerVaccine ,Tue May 04 16:52:33 +0000 2021,2021-05-11 21:08:05
Pfizer round two done! In two weeks my anxious self can take it down a few notches! #COVIDVaccination #PfizerVaccine #vaccinated,1389623663230537728,Haveniryxia,,PfizerVaccine ,Tue May 04 16:51:13 +0000 2021,2021-05-11 21:08:05
"Two shots down 💉💉 
Now 2+ weeks before full immunity kicks in... 🙏🏻
#PfizerVaccine #Vaccinated",1389623178721439746,たいのる＠UreshiTanoshi,United States,PfizerVaccine ,Tue May 04 16:49:18 +0000 2021,2021-05-11 21:08:05
