tweet,id,name,location,topic,created_at,processed_on
".@KCBSRadio Working on tonight's news:
-12 to 15 year old teens get OK to get #vaccinated 
-Drought emergency expan… https://t.co/o7s3KRov1F",1391907194396839938,Dan Mitchinson,Anywhere News Takes Me,Vaccinated ,Tue May 11 00:05:10 +0000 2021,2021-05-11 21:09:29
It’s oficial. I am fully #vaccinated #COVID19Vaccination https://t.co/dwEK7sDWaG,1391907101677600768,Lisa Ri,"Carlsbad, CA",Vaccinated ,Tue May 11 00:04:48 +0000 2021,2021-05-11 21:09:29
Just bought some #vaccinated bracelets from @TinaDuryea ! ♥️💃🏻❌🦠,1391906325924175876,shitmykidssay,"California, USA",Vaccinated ,Tue May 11 00:01:43 +0000 2021,2021-05-11 21:09:29
WE ARE 100% #VACCINATED | MarriednParented https://t.co/D1ZjWz0H0S via @YouTube #Covid #vaccinate,1391905947082059776,MarriednParented,"Fredericton, NB",Vaccinated ,Tue May 11 00:00:12 +0000 2021,2021-05-11 21:09:29
"Get #vaccinated

Social Change has made it easy w/ @howardbrownhc on 5/22 @illinoistech Hermann Hall *3241 S Federa… https://t.co/mzB6I02erK",1391905141394116611,Social Change,,Vaccinated ,Mon May 10 23:57:00 +0000 2021,2021-05-11 21:09:29
My Monday night gets topped off by a maskless lady. Lipstick is overdone. It makes me want to gag. she has a mini r… https://t.co/AFbw5rxhmr,1391904280077082624,Felix,,Vaccinated ,Mon May 10 23:53:35 +0000 2021,2021-05-11 21:09:29
Why all the drama about republicans not getting vaccinated? Isn’t this Darwinism in action? They won’t wear masks o… https://t.co/un95qETkw8,1391904165731962880,Spiritual Warrior,BMore Do More I BLOCK MAGATS,Vaccinated ,Mon May 10 23:53:08 +0000 2021,2021-05-11 21:09:29
Will you have your 12- to 15-year-old vaccinated? #parenting #vaccinated,1391904005853483011,Karen Schwartzkopf,"Richmond, VA",Vaccinated ,Mon May 10 23:52:29 +0000 2021,2021-05-11 21:09:29
Haha love it #GetVaccinated #vaccinated https://t.co/YQkaatRQzZ,1391903810839265296,Chad W. 🚀🛸,"Charlotte, North Carolina",Vaccinated ,Mon May 10 23:51:43 +0000 2021,2021-05-11 21:09:29
@briajonae_ @kerrywashington Death. It’s preventing death. And hospitalizations. And transmitting it to those who c… https://t.co/n7tJcQu8lS,1391903285871796230,"Marlene Scerrato, PTA, NASM-CPT",New England,Vaccinated ,Mon May 10 23:49:38 +0000 2021,2021-05-11 21:09:29
"To maintain a sense that everything is under control during a crisis, access to unfiltered information — and the qu… https://t.co/UNAnUogvdm",1391901711938179077,NewsView,West Coast,Vaccinated ,Mon May 10 23:43:23 +0000 2021,2021-05-11 21:09:29
"I gave some inappropriate hugs this weekend 
#vaccinated",1391901634918240256,"Mia, Nap Professional Extraordinaire",in the bed,Vaccinated ,Mon May 10 23:43:04 +0000 2021,2021-05-11 21:09:29
@Saudi_Gazette Why can't @ksagaca open flights from #India? We suffered for more than 1 year without seeing our bel… https://t.co/W6IeMHL8Eo,1391901202829377538,Nasreen Thaniyan,,Vaccinated ,Mon May 10 23:41:21 +0000 2021,2021-05-11 21:09:29
Vaccinated before I can no longer fit into my Dr. Bonnie F*cking Henry t-shirt! Grateful B.C. opened up vaccine for… https://t.co/8GexIb3Gfp,1391900607645065218,Katie Stockdale,"Victoria, British Columbia",Vaccinated ,Mon May 10 23:38:59 +0000 2021,2021-05-11 21:09:29
@Montreal when are you going to allow #vaccinated USA citizens visit you again ? Asking for a friend. @mtlgazette 😀,1391900220317913090,Brent zimmerman 🧢,"Cleveland, OH",Vaccinated ,Mon May 10 23:37:27 +0000 2021,2021-05-11 21:09:29
"@andrearows Well, since @st_mill and I are immortal now, it's fine. It's fine. #vaccinated",1391899677159792640,Kevin Gamble,"Hamilton, Ontario, Canada",Vaccinated ,Mon May 10 23:35:17 +0000 2021,2021-05-11 21:09:29
Woohoo I got my first dose of #Moderna today.  Get #vaccinated and help end #Covid. https://t.co/oRxyHhLWLA,1391899660315361283,Trisha Mortimore,,Vaccinated ,Mon May 10 23:35:13 +0000 2021,2021-05-11 21:09:29
"Because I'm #vaccinated, I just had 3 days that were just like my real life (pre-COVID) - seeing, hugging, and shar… https://t.co/CGhFlWZ91h",1391899604078108674,Carolyn Schott,"Seattle, Pacific Northwest",Vaccinated ,Mon May 10 23:35:00 +0000 2021,2021-05-11 21:09:29
Going to say it now: this is my best purchase of 2021 #vaccinated https://t.co/vl9951jCt6,1391898538372567040,Theresa E PharmD,"Edmonton, Alberta",Vaccinated ,Mon May 10 23:30:46 +0000 2021,2021-05-11 21:09:29
"Back at work, solving biotech problems @JodiePMorrison⁩  #vaccinated https://t.co/MQIcXUYAXu",1391898462317318150,Rosana Kapeller,,Vaccinated ,Mon May 10 23:30:28 +0000 2021,2021-05-11 21:09:29
So excited to be able to return to water aerobics class today after 14 months. A little scary but it felt so good!… https://t.co/vLYJQvvH5x,1391898325834678272,Dr. Anne Myles,"Iowa, USA",Vaccinated ,Mon May 10 23:29:55 +0000 2021,2021-05-11 21:09:29
My man! Thanks for swinging by and hanging for a little bit. #Vaccinated https://t.co/w9oGoDXWE9,1391897689265221636,Chris Castillo,"San Antonio, TX",Vaccinated ,Mon May 10 23:27:23 +0000 2021,2021-05-11 21:09:29
"I still #WearAMask 
I still dodge &amp; avoid people as best I can #SocialDistancing 
I still wear my #vaccinated card… https://t.co/1cb3PnZGB9",1391896564608630786,Dr Jarryd Willis PhD,"San Diego, California (CA)",Vaccinated ,Mon May 10 23:22:55 +0000 2021,2021-05-11 21:09:29
"Vaccinated today!
#TeamPfizer
#vaccinated",1391896233216720896,Tee Trem,"Oshawa, Ontario",Vaccinated ,Mon May 10 23:21:36 +0000 2021,2021-05-11 21:09:29
"The best there is, the best there was, the best there ever will be. 

Reminder that @BretHart unconditionally rules… https://t.co/hBid4lEB7e",1391895255943815176,Chuck @ 92.5,"Edmonton, Alberta",Vaccinated ,Mon May 10 23:17:43 +0000 2021,2021-05-11 21:09:29
"#FDA authorizes #Pfizer #vaccine for 12-15 year olds:

https://t.co/nMnQEV35dz

#VaccinesWork  #Corona #WearAMask… https://t.co/ezPaTpVJ0R",1391894725590806530,"Hank ""fully vaccinated"" Stalica",California,Vaccinated ,Mon May 10 23:15:37 +0000 2021,2021-05-11 21:09:29
Why hasn't CONSTANT #vaccine pushers #PrinceHarry &amp; Pregnant #MeghanMarkle been #vaccinated yet? Could it be they d… https://t.co/IcdtWm2JMi,1391894104490004482,Everyday AmericanGal🇺🇸,,Vaccinated ,Mon May 10 23:13:09 +0000 2021,2021-05-11 21:09:29
"@CNBC @synchrony @CareCredit Like @JoeBiden, I believe the #Science and the Scientist!! I’ve been #vaccinated!… https://t.co/R6XRRrJ3cs",1391893576259231750,Deactivating,,Vaccinated ,Mon May 10 23:11:03 +0000 2021,2021-05-11 21:09:29
"I want family get togethers, live music, sporting events, EVERYTHING back in my life. Sooner rather than later.… https://t.co/OZezDSR1gB",1391893456461705219,Colby McKee,"Medicine Hat, Alberta",Vaccinated ,Mon May 10 23:10:34 +0000 2021,2021-05-11 21:09:29
Day #490 of the #pandemic: Bodies washing up on the shores of the Ganges river in #India.… https://t.co/1LZYztMTMy,1391893401507745793,"Hank ""fully vaccinated"" Stalica",California,Vaccinated ,Mon May 10 23:10:21 +0000 2021,2021-05-11 21:09:29
After reviewing the CDC's covid #vaccine information I realized that the people out here advocating for everyone to… https://t.co/mn4MbtDKJD,1391892884303925250,Ghost of Joan Rivers,,Vaccinated ,Mon May 10 23:08:18 +0000 2021,2021-05-11 21:09:29
@cvspharmacy and @Chilis I am one step closer to doing great things in this world and my work environment and this… https://t.co/QeZn4ULPHd,1391892722198491143,Jaedan B Hall,"Oklahoma City, OK",Vaccinated ,Mon May 10 23:07:39 +0000 2021,2021-05-11 21:09:29
#CNN watcher are out enjoying their best #vaccinated life now that Big joe has got us going in the right direction.… https://t.co/CkhCwkRDtA,1391892658939998210,Gregory Bishop,,Vaccinated ,Mon May 10 23:07:24 +0000 2021,2021-05-11 21:09:29
@FlaviaMiatto @MrsBlinkle @Hamstertweet93 @GreenBiotechie @ScoutyAZ @ChronicPainDad @babylisa51 @bibliophile68… https://t.co/222oEsbpny,1391892104142536709,Patti,Lovely Louisiana,Vaccinated ,Mon May 10 23:05:12 +0000 2021,2021-05-11 21:09:29
It’s just this SIMPLE! Go get vaccinated people! #ThisIsOurShot #VaccinesWork #vaccine #COVID19 #COVID #vaccinated https://t.co/KuIgW22z9R,1391891762952744969,Allison Rosen M.S.,"Houston, TX",Vaccinated ,Mon May 10 23:03:51 +0000 2021,2021-05-11 21:09:29
2nd dose vaccine done means we celebrate 😂😂 #Vaccinated #GetVaccinated https://t.co/jImy4X6VdO,1391891338505842689,Bhuvana,City of Super Kings,Vaccinated ,Mon May 10 23:02:09 +0000 2021,2021-05-11 21:09:29
In another couple weeks I CAN HUG MY FRIENDS AND FAMILY AGAIN! #vaccinated #vaccinesaremyfriends,1391890706835206145,All Ember Here (still Mad),SF Bay Area,Vaccinated ,Mon May 10 22:59:39 +0000 2021,2021-05-11 21:09:29
"If you don’t post on Twitter, did you really get #vaccinated? Finally got my second shot this afternoon!💉 https://t.co/G0EotejMNI",1391890103350530050,Haley Cawthon,"Louisville, Ky.",Vaccinated ,Mon May 10 22:57:15 +0000 2021,2021-05-11 21:09:29
"👏🏽👏🏽👏🏽👏🏽  Vaccines save lives 

#CovidVaccine #vaccinated https://t.co/lnJMQZnLCb",1391889515699183616,Omon Imohi,"England, United Kingdom",Vaccinated ,Mon May 10 22:54:55 +0000 2021,2021-05-11 21:09:29
"She’s fully vaxxed. 

#vaccinated",1391889293673652224,gracie,"Denver, CO",Vaccinated ,Mon May 10 22:54:02 +0000 2021,2021-05-11 21:09:29
This woman in India 🇮🇳 died of #COVID19 — along with her unborn child. These were among her final words to warn the… https://t.co/MNydGF0efj,1391887679231516680,Eric Feigl-Ding,Washington DC & Virginia,Vaccinated ,Mon May 10 22:47:37 +0000 2021,2021-05-11 21:09:29
Apparently txp patients don’t mount antibody responses to #CovidVaccine well. Verified what we’ve known for years..… https://t.co/phU4JomZOS,1391887665751068674,Malay B. Shah,,Vaccinated ,Mon May 10 22:47:34 +0000 2021,2021-05-11 21:09:29
I just unfriended the old @badwolves singer on Instagram because homeboy is spouting Q nonsense that doesn’t even m… https://t.co/4PgwrJCEXY,1391886989100789762,Leslie Knoblock,Oklahoma,Vaccinated ,Mon May 10 22:44:52 +0000 2021,2021-05-11 21:09:29
"#CDC limits reviews of #vaccinated but infected, spurring #concerns... more https://t.co/iVeEiHAiGF https://t.co/PVT6HUpLhL",1391886816303718401,TopFeatured.com,Top Featured Businesses: GO 👉,Vaccinated ,Mon May 10 22:44:11 +0000 2021,2021-05-11 21:09:29
"We have been vaccinated, have you? @Sloths7777 
#vaccinated https://t.co/BWyGrHWddq https://t.co/Yoaz5hcWIX",1391886233991847939,Sprigwig Old Folks Home 🏡,Sprigwig ,Vaccinated ,Mon May 10 22:41:52 +0000 2021,2021-05-11 21:09:29
"ICYMI: The parents are #vaccinated, the kids are too young for the jab—will this limit some of their vacation choic… https://t.co/Z4QefuyYbh",1391885776053489672,Frommer's,Everywhere,Vaccinated ,Mon May 10 22:40:03 +0000 2021,2021-05-11 21:09:29
"@AshaRangappa_ We are going tomorrow!! Yea, summer came early!
#vaccinated",1391885705492717577,Julia,,Vaccinated ,Mon May 10 22:39:46 +0000 2021,2021-05-11 21:09:29
Fully vaccinated finally #vaccinated,1391885086899982343,Hailey Hicklin,,Vaccinated ,Mon May 10 22:37:19 +0000 2021,2021-05-11 21:09:29
"My covid vax super powers have manifested.
#vaccinated https://t.co/wWxSooVqNp",1391884366410780672,Tony Bonilla,"Los Angeles, CA",Vaccinated ,Mon May 10 22:34:27 +0000 2021,2021-05-11 21:09:29
"If you’re in Romania, you can get #vaccinated in Dracula's castle, according to the BBC.🧛",1391884351349080067,Rezaul Haque,"Brookline, MA",Vaccinated ,Mon May 10 22:34:23 +0000 2021,2021-05-11 21:09:29
Figured I’d wear my Cannibal Corpse hat while getting my Pfizer vax for all the #covidiots out there.… https://t.co/4FlhfMNAxq,1391884342197112835,Zero,,Vaccinated ,Mon May 10 22:34:21 +0000 2021,2021-05-11 21:09:29
"Done and done, Frasier!

#vaccinated https://t.co/DQqFVmi92t",1391883960167411715,JB 🏳️‍🌈 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Indianapolis, IN",Vaccinated ,Mon May 10 22:32:50 +0000 2021,2021-05-11 21:09:29
"Just got my first shot. Now the long wait for the second, hopefully sooner than anticipated. #PfizerGang #vaccinated",1391883739412766723,SagiMewtwo - Pfizer Part 1 of 2 Installed,Canada,Vaccinated ,Mon May 10 22:31:58 +0000 2021,2021-05-11 21:09:29
"Heads up, #yyc. More vaccine appointments through AHS coming your way at midnight! 

You can also try:
-… https://t.co/xXgrdqobcr",1391883667249664001,✌- Leah 🇨🇦,"Edmonton, Alberta CANADA ",Vaccinated ,Mon May 10 22:31:40 +0000 2021,2021-05-11 21:09:29
Why get #vaccinated? Child care providers from around the state share why they got vaccinated for #COVID19 —to prot… https://t.co/j2tbc74eWr,1391883286901710848,First 5 San Mateo Co,"San Mateo, CA",Vaccinated ,Mon May 10 22:30:10 +0000 2021,2021-05-11 21:09:29
The #OfficialProof that we are #vaccinated https://t.co/Y5x1covGVS,1391883113047986176,"Danica Thomsen-Harnick, OCT","Ottawa, ON",Vaccinated ,Mon May 10 22:29:28 +0000 2021,2021-05-11 21:09:29
"brb, building an immune response #vaccinated https://t.co/pUPa009UE1",1391882730724548608,Rachel Bergen,"Winnipeg, Manitoba",Vaccinated ,Mon May 10 22:27:57 +0000 2021,2021-05-11 21:09:29
"@conquercovid19 @VancityReynolds 
Finally, got my shot
#COVID19Vaccination #CovidVaccine #TeamPfizer #Pfizer… https://t.co/uRs537pmMo",1391882626739314690,Manmeet,Vancouver ,Vaccinated ,Mon May 10 22:27:32 +0000 2021,2021-05-11 21:09:29
"👨🏾‍⚕️💉 GET YOUR 2ND #COVID19 VACCINATION SHOT! You need it to reach +95% efficacy. I still self iso day 439 (10,536… https://t.co/sKtMQ7fcws",1391882581600264204,CALLISTE.ME (kah-lease)👊🏽😷🇺🇸,United States,Vaccinated ,Mon May 10 22:27:22 +0000 2021,2021-05-11 21:09:29
"Summer could be more 'normal' -- especially if people keep getting #vaccinated
https://t.co/008DIPomCq",1391882545789296640,MissCrayon 🌊🇺🇸,NYC,Vaccinated ,Mon May 10 22:27:13 +0000 2021,2021-05-11 21:09:29
Alright Now I Fully #vaccinated We Outidee Let’s Go!!🥳🥳🔥🔥🥂🥂 https://t.co/jXKooR96mA,1391882543406977025,Koree4Real♉️May13🥳🤴🏾🍾,"Dream big,NYC,ATL/LA✈️✨💼😎",Vaccinated ,Mon May 10 22:27:12 +0000 2021,2021-05-11 21:09:29
"@MarkBoy51072146 @picardonhealth @PatriciaTreble @macleans And more data than for vaccines.

8 mo+ immunity &amp; likel… https://t.co/a0hKSIqxy8",1391882083484803075,akardys,Toronto,Vaccinated ,Mon May 10 22:25:23 +0000 2021,2021-05-11 21:09:29
"Going HAM on music festivals now that they’re back, just bought tickets to a second festival in September. There’s… https://t.co/wKwuSCujnN",1391882045635416064,Lina,Kansas City,Vaccinated ,Mon May 10 22:25:14 +0000 2021,2021-05-11 21:09:29
i just got #vaccinated so my other #rfid #Microchip is not feeling lonely anymore! i guess the two are having a par… https://t.co/NVB8gK0DpQ,1391882015193059333,dennis kastrup,Berlin,Vaccinated ,Mon May 10 22:25:06 +0000 2021,2021-05-11 21:09:29
Jabbed! #vaccinated https://t.co/MCzOBE09Vb,1391881834670301185,Trina Fraser,"Ottawa, Canada",Vaccinated ,Mon May 10 22:24:23 +0000 2021,2021-05-11 21:09:29
“90% of (COVID) cases occurred after the second vaccine.” #vaccinate #vaccinated #COVIDー19 https://t.co/thpEKKMSgV,1391881704529399810,Mojica Fitzgerald Kennedy,No DMs,Vaccinated ,Mon May 10 22:23:52 +0000 2021,2021-05-11 21:09:29
"438 days later:
#Vaccinated https://t.co/AP1mqJjIpa",1391881659394367488,Brett Bird,,Vaccinated ,Mon May 10 22:23:42 +0000 2021,2021-05-11 21:09:29
Got my 1st shot today! A big shout out to all the staff at @AHS_media for striving to get us all vaccinated:)… https://t.co/9jhFflzIzY,1391881036695412738,Gautam Singbal,3rd rock from the Sun,Vaccinated ,Mon May 10 22:21:13 +0000 2021,2021-05-11 21:09:29
Monday May 10th 2021 Project Blue Bird is Live! Link in bio #WomenWhoCode #CodeNewbie #javascript #CodeNewbies… https://t.co/NO4RSUAzHe,1391880902830026757,Project Blue Bird🐦,,Vaccinated ,Mon May 10 22:20:41 +0000 2021,2021-05-11 21:09:29
"@MarkBoy51072146 @picardonhealth @PatriciaTreble @macleans You only need to get infected once.

Data from Public He… https://t.co/TLux62G174",1391880736483987456,akardys,Toronto,Vaccinated ,Mon May 10 22:20:02 +0000 2021,2021-05-11 21:09:29
Doing our part and got jabbed today #vaccinated #whendothesuperpowersstart @MenzakShane https://t.co/s4knOuHyeS,1391880584461492224,CJ Ireland,"Red Deer, Alberta",Vaccinated ,Mon May 10 22:19:25 +0000 2021,2021-05-11 21:09:29
NYC to Give Away  🥕🥕🥕🥕🥕 Tickets to Lincoln Center to new #vaccine recipients; Mayor's goal of 5 million (out of 18.… https://t.co/XTug9ylR6m,1391880437434290181,MacroPru😷,,Vaccinated ,Mon May 10 22:18:50 +0000 2021,2021-05-11 21:09:29
First shot down! A big day. Thank you to everyone @HorizonHealthNB and RN Trish.  #firstdose #vaccinated #GenX https://t.co/fkFMLlqB3P,1391880249881866251,Mel Norton,"Saint John, NB, Canada",Vaccinated ,Mon May 10 22:18:06 +0000 2021,2021-05-11 21:09:29
@WajahatAli Even my pessimistic nature is having a hard time poking any holes in this. This news is truly inspiring… https://t.co/y9FTqZ4z0p,1391880191052419076,Wayward_Ronin (vaccinated 💉),,Vaccinated ,Mon May 10 22:17:52 +0000 2021,2021-05-11 21:09:29
"This #summer come to #Spain to live with the sun and kisses to people, then you will get the weak virus #COVIDー19,… https://t.co/j5cRfIXS1z",1391879961523408898,Javier Fontana 12345,,Vaccinated ,Mon May 10 22:16:57 +0000 2021,2021-05-11 21:09:29
ICYMI this morning-- I'm back in the air with #Skycam9 🤗 #vaccinated https://t.co/SdUhedEabH,1391879948961337346,Sarah Jindra,"Chicago, IL ",Vaccinated ,Mon May 10 22:16:54 +0000 2021,2021-05-11 21:09:29
"Fully Vaccinated T- Shirt For Women And Men Available Via Amazon 👕🛒: https://t.co/huNVNW4CJk 

#vaccinated… https://t.co/LPk6LNQJcY",1391879861648691202,Vistelo,The World,Vaccinated ,Mon May 10 22:16:33 +0000 2021,2021-05-11 21:09:29
A shame the vaccination place didn't have a photo place to take pictures in. Ah well. #vaccinated 👍,1391879683931840512,Darren / TwinTailWarMech,Canada,Vaccinated ,Mon May 10 22:15:51 +0000 2021,2021-05-11 21:09:29
"Fully Vaccinated T- Shirt For Women And Men Available Via Amazon👕🛒: https://t.co/a2pxOoeBN5 

#vaccinated… https://t.co/FVHrsJv2cN",1391879575412645891,Vistelo,The World,Vaccinated ,Mon May 10 22:15:25 +0000 2021,2021-05-11 21:09:29
LETS GOOOOOOOO #vaccinated #fullyvaxxed #twitch #smallstreamer #gaming #tiktok #pcgaming #ps5 #XboxSeriesX #warzone… https://t.co/hFyobHLdJE,1391878828658610177,Legendary,,Vaccinated ,Mon May 10 22:12:27 +0000 2021,2021-05-11 21:09:29
"My sons have waited a long time for the this.... 🙏🏼

As soon as the CDC approves, I'm getting them #vaccinated ASAP… https://t.co/LYNQkDyIwO",1391878644491071488,Sane Conservative RG,,Vaccinated ,Mon May 10 22:11:43 +0000 2021,2021-05-11 21:09:29
VAXXED GIRL SUMMER BABBBYYYY #vaccinated,1391878623792181249,Nicole Fiorini,Canada,Vaccinated ,Mon May 10 22:11:38 +0000 2021,2021-05-11 21:09:29
"It was another day that saw a rush to book vaccinations online in Alberta and as the vaccination ages get younger,… https://t.co/ZYWbXsBAb8",1391878089831981061,Grant Ainsley,"Edmonton, AB",Vaccinated ,Mon May 10 22:09:31 +0000 2021,2021-05-11 21:09:29
"@Sloths7777 Vaccinated, AND still wear a mask. 
People need to get #vaccinated so we can get through this shit.",1391878056667754498,Alexander Berkman,Rhode Island Globalist,Vaccinated ,Mon May 10 22:09:23 +0000 2021,2021-05-11 21:09:29
"Honest answer: I have an internal ""hall monitor"" inside me that I have to ignore when it isn't important. That unma… https://t.co/FuZsR7tcGM",1391877943450820620,Prof. Goat,,Vaccinated ,Mon May 10 22:08:56 +0000 2021,2021-05-11 21:09:29
Fully vaccinated!!! Thanks @Walgreens EVERYONE PLZ #GetVaccinated #vaccinated #vaccinate #SaveLives,1391877504886005760,Kristina Strong,,Vaccinated ,Mon May 10 22:07:11 +0000 2021,2021-05-11 21:09:29
"Watching #Jabbed everyone should watch this, amazing to see what went on behind the scenes. Forever grateful… https://t.co/7wFREQDJsj",1391877208172646401,Nickie Hewings,,Vaccinated ,Mon May 10 22:06:00 +0000 2021,2021-05-11 21:09:29
How to keep my vaccinated right arm moving. XD #vaccinated #PfizerGang https://t.co/p2p0qt54xE,1391877060428279810,Mouse Alchemist,"Clovis, CA",Vaccinated ,Mon May 10 22:05:25 +0000 2021,2021-05-11 21:09:29
"@vicky_dollysmom Until at least 70% are vaccinated, masks should be mandatory.  The unvaccinated are not to be trus… https://t.co/jlk2MGxWGB",1391877002727149576,Sadie Ivan,San Francisco point of entry,Vaccinated ,Mon May 10 22:05:11 +0000 2021,2021-05-11 21:09:29
I’m going to 15 festivals this summer #vaccinated,1391876521229492225,slowdive tote bag (kas),"Queens, NY",Vaccinated ,Mon May 10 22:03:17 +0000 2021,2021-05-11 21:09:29
People who are #vaccinated will be much less likely to catch #COVID19. Their bodies will not become hosts for the v… https://t.co/ctJwa6rb3H,1391876141271580672,✌- Leah 🇨🇦,"Edmonton, Alberta CANADA ",Vaccinated ,Mon May 10 22:01:46 +0000 2021,2021-05-11 21:09:29
This was the best way to spend my day! #ProtectMB #Pfizer #vaccinated https://t.co/D5J3I7UIRu,1391876046123945984,Dr. Kaarina (looking 4 a biostatistician) Kowalec,🇨🇦,Vaccinated ,Mon May 10 22:01:23 +0000 2021,2021-05-11 21:09:29
"Hot Vax Summer sticker! available from smol to extra large! comes in matte, glossy and transparent!… https://t.co/kk661AKa4Y",1391876037894500353,here I go again,never tickle a sleeping dragon,Vaccinated ,Mon May 10 22:01:21 +0000 2021,2021-05-11 21:09:29
"Currently world's biggest problem is ""VACCINE DISCRIMINATION""

West must realize that till majority of worlds popul… https://t.co/xlDF8YNtCc",1391875093047873536,Arjun U,,Vaccinated ,Mon May 10 21:57:36 +0000 2021,2021-05-11 21:09:29
@GinnyMcDonald8 However this clearly goes against #PfizerVaccine Dosage Intervals . Its certainly not approved by t… https://t.co/OMr1NO31hG,1391875047107612674,JB 😉,Canada,Vaccinated ,Mon May 10 21:57:25 +0000 2021,2021-05-11 21:09:29
"Castle Ridge resident Carolyn recently had a ""dream come true"" trip to @ComoZoo with her family. It was such a #JOY… https://t.co/ycBpIIOqzj",1391874793725730819,Presbyterian Homes,"Minnesota, Iowa & Wisconsin",Vaccinated ,Mon May 10 21:56:25 +0000 2021,2021-05-11 21:09:29
Thank you @ROWPublicHealth #vaccinated 😊 https://t.co/u65ChFCuTS,1391874780245155850,Inspirations in Kindergarten,"Kitchener, Ontario",Vaccinated ,Mon May 10 21:56:22 +0000 2021,2021-05-11 21:09:29
"Hot Vax Summer mugs, grab them for yourself today!

https://t.co/AZ6trq7m2p

#summer #summervibes #summer2021… https://t.co/aB8AoWTIaz",1391874044455055360,here I go again,never tickle a sleeping dragon,Vaccinated ,Mon May 10 21:53:26 +0000 2021,2021-05-11 21:09:29
"Hot Vax Summer Apron

grab it for yourself today!

https://t.co/0G0aiXy2b3

#vaccine #covidvaccination #vaccinated… https://t.co/47uHPV2cJR",1391873691676332033,here I go again,never tickle a sleeping dragon,Vaccinated ,Mon May 10 21:52:02 +0000 2021,2021-05-11 21:09:29
"💉 As vaccination continues to roll out, we're using a Nourishing Neighbors grant from @Albertsons / @Safeway to pro… https://t.co/FflHpKOiBc",1391873192902504454,Aloha Harvest,"Honolulu, Hawai'i",Vaccinated ,Mon May 10 21:50:03 +0000 2021,2021-05-11 21:09:29
Does #Jlo ever just give her vagina a break?? 🤦🏾‍♀️She's proudly saying she's been #vaccinated You can bet for more… https://t.co/dIIDCw0vyV,1391873081258414080,Everyday AmericanGal🇺🇸,,Vaccinated ,Mon May 10 21:49:36 +0000 2021,2021-05-11 21:09:29
"Hello Everyone,
My computer session ends, please remember to wear #KN95 #mask or #facecovering. Exercise… https://t.co/1mDsZXeb1W",1391873023930736646,Find and Bind Get Vaccinated!!,,Vaccinated ,Mon May 10 21:49:23 +0000 2021,2021-05-11 21:09:29
"Vaccines are amazing as long as you get **vaccinated**

Sitting in a syringe 💉 doesn’t stop the spread, text now an… https://t.co/HnzQaU4Yj8",1391872218234335234,Tarrant Together,"Tarrant County, Texas",Vaccinated ,Mon May 10 21:46:11 +0000 2021,2021-05-11 21:09:29
"Breaking News:
The @FDA has approved the EUA for the #COVID19 Vaccine for juveniles ages 12-15.
Get #Vaccinated

#DeadlineWH
#MSNBC",1391871642356404226,JAMES 🔻🔻🔻 #KillTheFilibuster #RedDeath2022,Can't b a remedy 2ur stupidity,Vaccinated ,Mon May 10 21:43:53 +0000 2021,2021-05-11 21:09:29
Check out this @kcranews segment that highlights Dr. Kawanaa Carter! One key part to getting as many people… https://t.co/omYGw7nWve,1391871494829920259,Del Paso Heights Community Vaccination Clinic,"Sacramento, CA",Vaccinated ,Mon May 10 21:43:18 +0000 2021,2021-05-11 21:09:29
"Well, I finally got 5G installed!#vaccinated https://t.co/BfF8nOP7Dm",1391871451205013504,Cloud Morrish,Canada,Vaccinated ,Mon May 10 21:43:08 +0000 2021,2021-05-11 21:09:29
"Doing my part to keep myself and others around me safe, while helping our community get through to brighter days ah… https://t.co/P3VM9M0mrs",1391871286012379136,Anna Murphy,"Calgary, AB",Vaccinated ,Mon May 10 21:42:28 +0000 2021,2021-05-11 21:09:29
22 more people in are in the 🏥. Don't think it can't be you. #BeSmartBeSafe #DoubleMask #StayHome… https://t.co/KoTUsyxw7a,1391871119729123329,✌- Leah 🇨🇦,"Edmonton, Alberta CANADA ",Vaccinated ,Mon May 10 21:41:49 +0000 2021,2021-05-11 21:09:29
Great and the vaccine should be mandatory for anyone who wants to attend school in the fall! #GetVaccinated… https://t.co/A4e5HwBzH8,1391871069540208645,Sari Beth Rosenberg,New York City,Vaccinated ,Mon May 10 21:41:37 +0000 2021,2021-05-11 21:09:29
Participated in the most important #LesbianActivity today and got #vaccinated https://t.co/uhRdkEVeIU,1391870913784819713,Julia Wiwchar 🏳️‍🌈,Calgary,Vaccinated ,Mon May 10 21:41:00 +0000 2021,2021-05-11 21:09:29
"Leeloo Multipass 💖💉

#vaccinated https://t.co/vZxTk8kOL5",1391870894012780548,✨ Sailor Tsuki @ Sk8 The Infinity ✨,"Jacksonville, FL",Vaccinated ,Mon May 10 21:40:55 +0000 2021,2021-05-11 21:09:29
TODAY WAS MY TURN!!! Such a relief to get this little needle in my arm! Huge thanks to @ab_vax for being the wonder… https://t.co/41F6R7JNup,1391870603255111683,Amber Petersen,"Edmonton, AB, Canada",Vaccinated ,Mon May 10 21:39:46 +0000 2021,2021-05-11 21:09:29
"#Education 📚 Thank Goodness 
#Teachers insisted upon being #vaccinated",1391870527170568194,Backstorymom1,,Vaccinated ,Mon May 10 21:39:28 +0000 2021,2021-05-11 21:09:29
